"STATE","VEHICLE TYPE","MANUFACTURER","MODEL","FUEL TYPE","Q1 2022","Q2 2022","Q3 2022","Q4 2022","Q1 2023","Q2 2023","Q3 2023","Q4 2023","Q1 2024","Q2 2024","Q3 2024","Q4 2024","Q1 2025","Q2 2025","Q3 2025","Q4 2025","Q1 2026"
"WESTERN AUSTRALIA","Van","Volkswagen","Volkswagen ID. Buzz Cargo","BEV",0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,6,4
"QUEENSLAND","Large SUV","Toyota","Toyota Kluger","Hybrid",153,435,409,147,132,96,512,206,114,171,553,151,237,356,250,252,140
"QUEENSLAND","People Mover","Mercedes-Benz Vans","Mercedes-Benz V-Class","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"TASMANIA","Ute (4WD)","JAC","JAC T9","ICE",0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0
"QUEENSLAND","Medium SUV","Ford","Ford Escape","ICE",62,118,97,88,53,133,88,56,34,14,6,6,0,0,0,0,0
"VICTORIA","Large SUV","Ferrari","Ferrari Purosangue","ICE",0,0,0,0,0,0,0,0,2,1,4,2,2,3,7,3,3
"QUEENSLAND","Small SUV","MG","MG S5","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,52,147,98,126
"AUSTRALIAN CAPITAL TERRITORY","Large Car","BMW","BMW 5 Series","ICE",2,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0
"NORTHERN TERRITORY","Small Car","Kia","Kia Rio","ICE",10,15,14,8,12,4,25,1,0,0,0,0,0,0,0,0,0
"TASMANIA","Medium SUV","Honda","Honda CR-V","Hybrid",0,0,0,0,0,0,0,2,14,8,5,3,8,6,5,32,34
"SOUTH AUSTRALIA","Medium SUV","Mitsubishi","Mitsubishi Outlander","ICE",439,376,343,378,547,513,487,405,568,547,433,523,514,300,491,457,523
"VICTORIA","Large Car","Porsche","Porsche Panamera","ICE",4,1,5,8,1,7,8,5,9,5,4,5,5,7,5,1,1
"QUEENSLAND","Small Car","Renault","Renault Megane","ICE",7,7,1,1,0,2,5,2,4,1,1,0,0,0,0,0,0
"TASMANIA","Large SUV","Land Rover","Land Rover Discovery","ICE",2,1,2,0,0,2,4,2,1,5,2,3,3,3,1,1,0
"WESTERN AUSTRALIA","Small SUV","Peugeot","Peugeot 2008","BEV",0,0,0,0,0,0,3,2,13,14,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Small Car","MINI","MINI Aceman","BEV",0,0,0,0,0,0,0,0,0,0,0,9,7,15,12,4,5
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Toyota","Toyota C-HR","Hybrid",17,20,19,21,14,11,25,2,5,17,14,11,11,10,21,5,6
"VICTORIA","Ute (4WD)","JAC","JAC T9","ICE",0,0,0,0,0,0,0,0,0,0,0,0,98,85,42,90,63
"VICTORIA","Sports Car","BMW","BMW Z4","ICE",20,4,11,1,7,10,4,10,7,8,6,8,6,4,1,2,1
"QUEENSLAND","Large SUV","Mazda","Mazda CX-8","ICE",253,337,322,313,269,278,238,224,280,171,73,18,2,0,0,0,0
"QUEENSLAND","Large Car","BMW","BMW 5 Series","BEV",0,0,0,0,0,0,0,4,6,4,2,4,11,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Sports Car","Bentley","Bentley Coupe/Conv","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NEW SOUTH WALES","Medium Car","Volvo","Volvo S60","ICE",27,37,24,10,16,10,23,14,20,6,7,11,8,6,0,0,0
"SOUTH AUSTRALIA","Large SUV","GWM","GWM Tank 300","Hybrid",0,0,0,0,0,0,0,7,10,11,7,8,9,5,4,7,2
"QUEENSLAND","People Mover","Volkswagen","Volkswagen Multivan","ICE",6,22,34,22,29,57,31,21,31,42,28,17,7,10,21,14,15
"NORTHERN TERRITORY","Medium Car","Mercedes-Benz","Mercedes-Benz C-Class","ICE",1,2,2,3,1,3,2,0,1,1,2,0,0,1,1,0,0
"QUEENSLAND","Small SUV","Mercedes-Benz","Mercedes-Benz GLA-Class","ICE",109,186,154,46,72,85,60,90,51,121,174,184,117,125,146,66,0
"VICTORIA","Medium SUV","GWM","Haval H6","Hybrid",0,1,46,269,166,355,353,356,377,394,296,288,375,398,302,306,0
"VICTORIA","Medium SUV","Land Rover","Land Rover Range Rover Evoque","ICE",48,41,74,15,18,26,2,56,32,45,20,47,32,45,36,34,44
"VICTORIA","Large Car","BMW","BMW i7","BEV",0,0,0,5,5,7,11,8,5,9,0,3,6,5,11,19,9
"VICTORIA","Small Car","Audi","Audi A3","ICE",54,117,221,236,222,177,203,237,192,263,121,23,83,115,204,232,153
"VICTORIA","Ute (2WD)","KGM","KGM Musso/MusXLV","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14
"TASMANIA","Large SUV","Mercedes-Benz Cars","Mercedes-Benz GLE-Class Wagon","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TASMANIA","Ute (4WD)","LDV","LDV Terron 9","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3
"SOUTH AUSTRALIA","Medium SUV","Citroen","Citroen C5 Aircross","ICE",0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
"NEW SOUTH WALES","Medium SUV","Land Rover","Land Rover Discovery Sport","ICE",34,103,32,44,20,45,6,14,25,32,36,33,44,28,35,40,50
"AUSTRALIAN CAPITAL TERRITORY","People Mover","Volkswagen","Volkswagen Caravelle","ICE",1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"QUEENSLAND","Small SUV","BMW","BMW IX1","BEV",0,0,0,0,0,51,36,118,87,138,106,102,69,83,51,46,52
"VICTORIA","Small SUV","BMW","BMW IX1","BEV",0,0,0,0,0,52,47,142,151,259,227,268,130,380,178,158,170
"TASMANIA","Small Car","MINI","MINI Hatch","ICE",3,3,5,1,2,5,5,5,2,1,0,0,0,0,0,0,0
"TASMANIA","Medium SUV","GWM","GWM Haval H7","Hybrid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2
"NEW SOUTH WALES","Small SUV","Mitsubishi","Mitsubishi Eclipse Cross","PHEV",28,51,116,57,40,78,114,134,208,199,126,123,152,42,30,35,30
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Renault","Renault Scenic E-Tech","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TASMANIA","Small SUV","Kia","Kia Niro","Hybrid",6,4,5,7,2,4,4,5,4,2,7,2,6,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Skoda","Skoda Enyaq","BEV",0,0,0,0,0,0,0,0,0,0,0,2,3,6,3,26,10
"NEW SOUTH WALES","Small SUV","Volvo Car","Volvo XC40","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
"TASMANIA","People Mover","Toyota","Toyota Granvia","ICE",1,2,2,0,0,0,0,0,1,2,1,0,1,0,0,0,0
"NEW SOUTH WALES","Medium SUV","Kia","Kia EV5","BEV",0,0,0,0,0,0,0,0,0,32,0,205,521,786,502,415,522
"NEW SOUTH WALES","Sports Car","Ferrari","Ferrari Coupe/Conv","PHEV",1,2,2,6,7,8,16,9,10,12,11,13,4,9,5,4,5
"NORTHERN TERRITORY","Small SUV","CUPRA","CUPRA Formentor","PHEV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Small Car","Fiat","Fiat 500 / Abarth","ICE",11,17,10,6,21,11,6,9,5,17,11,11,1,3,2,2,2
"WESTERN AUSTRALIA","Medium SUV","Mazda","Mazda CX-5","ICE",833,457,600,556,581,444,461,417,474,551,510,443,457,503,447,442,486
"QUEENSLAND","Medium Car","Honda","Honda Accord","Hybrid",4,3,4,1,1,2,7,1,1,8,4,3,2,1,3,2,3
"TASMANIA","Medium SUV","Mazda","Mazda CX-5","ICE",95,62,72,67,101,67,49,185,77,82,64,69,58,67,39,60,73
"WESTERN AUSTRALIA","Small SUV","Renault","Renault Arkana","ICE",18,21,36,13,16,35,5,31,12,5,6,2,5,3,2,5,3
"TASMANIA","Small SUV","MG","MG S5","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,17,27
"AUSTRALIAN CAPITAL TERRITORY","Van","Volkswagen","Volkswagen Caddy Cargo Van","ICE",0,0,0,0,0,0,0,0,0,4,3,6,3,4,16,3,5
"NORTHERN TERRITORY","Small Car","Hyundai","Hyundai i20","ICE",3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"VICTORIA","Medium SUV","Chery","Chery Tiggo 7 Pro","ICE",0,0,0,0,0,0,0,190,214,221,397,255,284,496,531,522,422
"NEW SOUTH WALES","Small SUV","Jaguar","Jaguar E-Pace","ICE",31,24,20,13,2,0,11,11,16,19,14,20,25,31,15,3,5
"VICTORIA","Ute (2WD)","GWM","GWM Steed","ICE",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Small Car","MG","MG MG3","Hybrid",0,0,0,0,0,0,0,0,0,10,14,37,42,49,44,42,36
"NEW SOUTH WALES","Small SUV","MINI","MINI Countryman","PHEV",10,24,20,14,51,25,76,29,1,0,0,0,0,0,0,0,0
"VICTORIA","Large SUV","Volkswagen","Volkswagen Tayron","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,161,202
"VICTORIA","Ute (2WD)","Mazda","Mazda BT-50","ICE",217,286,139,142,178,432,288,295,309,278,209,177,154,190,210,280,214
"TASMANIA","Medium SUV","Genesis","Genesis GV70","ICE",2,3,0,0,0,1,1,3,0,0,0,0,2,1,1,1,1
"QUEENSLAND","Large SUV","BMW","BMW iX","BEV",24,18,26,23,49,44,23,21,10,15,19,16,11,9,34,10,4
"VICTORIA","Small Car","Renault","Renault Megane","ICE",17,6,5,0,4,4,9,4,2,1,1,2,1,0,0,0,0
"NORTHERN TERRITORY","Medium SUV","Subaru","Subaru Forester","ICE",32,12,10,9,33,22,28,12,14,10,15,11,10,17,11,7,1
"AUSTRALIAN CAPITAL TERRITORY","Small Car","CUPRA","CUPRA Born","BEV",0,0,0,0,0,17,53,51,18,15,11,20,18,19,0,0,0
"TASMANIA","Large SUV","Lexus","Lexus RX","Hybrid",0,3,1,1,0,7,1,1,2,0,0,4,2,1,2,1,1
"NORTHERN TERRITORY","Small Car","Toyota","Toyota Yaris","ICE",7,8,6,7,6,2,6,4,1,19,0,0,3,2,2,0,0
"TASMANIA","Large SUV","Audi","Audi Q8","ICE",0,3,2,2,1,1,0,2,1,3,1,0,1,5,0,1,1
"QUEENSLAND","Small SUV","Volvo Car","Volvo XC40","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"VICTORIA","Large SUV","Audi","Audi Q8 e-tron","BEV",0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,4,1
"NORTHERN TERRITORY","Medium SUV","Subaru","Subaru Solterra","BEV",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Large Car","Lexus","Lexus LS","ICE",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"NEW SOUTH WALES","Medium SUV","Lexus","Lexus NX","PHEV",25,26,13,20,18,12,0,0,0,20,47,25,27,63,82,121,132
"NORTHERN TERRITORY","Small SUV","MINI","MINI Countryman","PHEV",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Medium Car","Honda","Honda Accord","ICE",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHERN TERRITORY","Large SUV","Kia","Kia Sorento","Hybrid",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2
"NEW SOUTH WALES","Large SUV","Volkswagen","Volkswagen Tiguan Allspace","ICE",19,327,415,536,362,439,261,405,424,399,262,376,403,365,311,87,29
"QUEENSLAND","Ute (2WD)","Mitsubishi","Mitsubishi Triton","ICE",197,229,240,141,165,192,114,192,235,190,175,200,116,86,170,181,239
"TASMANIA","Medium Car","Mercedes-Benz","Mercedes-Benz C-Class","ICE",2,4,7,8,6,9,1,3,1,2,3,3,2,2,2,4,0
"TASMANIA","Large SUV","Lexus","Lexus GX","ICE",0,0,0,0,0,0,0,0,0,0,2,5,7,1,2,4,1
"SOUTH AUSTRALIA","Large Car","Maserati","Maserati Ghibli","ICE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TASMANIA","Ute (4WD)","Foton","Foton Tunland","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"SOUTH AUSTRALIA","Small SUV","Subaru","Subaru Crosstrek","Hybrid",0,0,0,0,0,9,11,15,14,20,14,17,11,11,14,7,11
"VICTORIA","Ute (2WD)","Toyota","Toyota Hilux","ICE",670,959,1055,768,697,583,621,536,353,385,390,406,288,393,422,265,256
"SOUTH AUSTRALIA","Large SUV","MG","MG IM6","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15
"TASMANIA","Small Car","Hyundai","Hyundai i20","ICE",6,0,1,0,1,3,0,1,1,0,0,1,4,6,2,2,6
"VICTORIA","Van","Peugeot","Peugeot Expert","ICE",27,18,37,24,22,35,36,22,25,37,27,15,21,13,12,11,9
"VICTORIA","Sports Car","Mercedes-Benz Cars","Mercedes-AMG GT Cpe/Conv","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"QUEENSLAND","Large Car","Mercedes-Benz","Mercedes-Benz E-Class","PHEV",2,0,0,1,1,1,1,0,0,0,0,0,1,6,6,7,0
"VICTORIA","Large Car","Mercedes-Benz","Mercedes-Benz E-Class","ICE",26,25,40,26,17,56,33,42,14,41,50,26,41,46,23,19,0
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Kia","Kia Niro","Hybrid",2,0,4,1,4,3,2,0,2,2,0,0,3,0,1,0,0
"NEW SOUTH WALES","Ute (4WD)","KGM","KGM Musso/MusXLV","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,113,70,69,65
"VICTORIA","Van","Ford","Ford Transit Custom","BEV",0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,2,2
"AUSTRALIAN CAPITAL TERRITORY","Small Car","Honda","Honda Civic","Hybrid",0,0,0,0,5,0,1,4,3,10,1,0,8,5,2,3,6
"SOUTH AUSTRALIA","Small Car","BMW","BMW 1 Series","ICE",13,15,24,9,23,18,7,11,15,9,4,13,19,18,19,15,12
"WESTERN AUSTRALIA","Large SUV","Porsche","Porsche Cayenne Coupe","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Hyundai","Hyundai Ioniq 9","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"NEW SOUTH WALES","Medium SUV","Polestar","Polestar 4","BEV",0,0,0,0,0,0,0,0,0,0,0,117,120,237,239,152,192
"VICTORIA","Medium SUV","BMW","BMW IX3","BEV",25,55,62,88,105,34,150,68,120,96,85,127,56,33,5,0,0
"VICTORIA","Large SUV","Jeep","Jeep Grand Cherokee","PHEV",0,0,0,0,0,1,11,4,1,3,4,2,0,2,6,3,2
"TASMANIA","Medium SUV","BMW","BMW X3","PHEV",2,0,1,1,2,1,1,0,0,2,1,0,1,1,3,1,1
"SOUTH AUSTRALIA","Medium SUV","Mercedes-Benz","Mercedes-Benz GLC-Class Coupe","ICE",20,22,8,14,16,24,12,27,26,26,13,19,16,25,20,14,0
"QUEENSLAND","Sports Car","Toyota","Toyota Supra","ICE",3,8,4,6,3,10,18,14,7,12,11,11,5,6,11,1,7
"VICTORIA","Medium SUV","Mazda","Mazda CX-60","PHEV",0,0,0,0,0,12,169,174,108,169,204,92,222,53,31,41,63
"QUEENSLAND","Large SUV","Porsche","Porsche Cayenne Wagon","PHEV",4,0,5,6,2,0,0,0,14,9,6,3,0,0,0,0,8
"NORTHERN TERRITORY","Small SUV","Suzuki","Suzuki Fronx","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2
"VICTORIA","Large SUV","Nissan","Nissan Pathfinder","ICE",0,0,0,84,186,167,77,88,95,68,58,35,40,123,77,54,40
"NEW SOUTH WALES","Small SUV","Ford","Ford Puma","ICE",54,200,177,166,148,171,86,62,83,55,22,1,0,0,0,0,0
"NEW SOUTH WALES","Medium SUV","Mitsubishi","Mitsubishi Outlander","ICE",1267,1457,1394,1713,1622,1549,1945,1283,1698,1716,1450,1228,1353,918,1338,1516,1416
"QUEENSLAND","People Mover","Mercedes-Benz","Mercedes-Benz Marco Polo","ICE",1,4,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
"TASMANIA","Sports Car","Lotus","Lotus Emira","ICE",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Ute (4WD)","Jeep","Jeep Gladiator","ICE",18,36,23,13,9,14,16,21,9,5,16,21,7,9,9,2,2
"QUEENSLAND","Ute (4WD)","KGM","KGM Musso/MusXLV","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,170,122,127,108
"TASMANIA","Large SUV","Mercedes-Benz","Mercedes-Benz EQE SUV","BEV",0,0,0,0,0,0,0,2,3,2,2,0,0,1,0,0,0
"QUEENSLAND","Medium SUV","Ford","Ford Escape","PHEV",0,10,2,1,1,15,9,13,14,20,3,4,2,0,0,0,0
"NORTHERN TERRITORY","Medium SUV","KGM","KGM Korando","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,9
"NEW SOUTH WALES","Medium SUV","Mazda","Mazda CX-60","ICE",0,0,0,0,0,1,315,206,116,226,277,183,306,364,343,346,309
"VICTORIA","Van","Peugeot","Peugeot E-Partner","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"SOUTH AUSTRALIA","Ute (4WD)","KGM","KGM Musso/MusXLV","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"QUEENSLAND","Medium SUV","SsangYong","KGM Torres","ICE",0,0,0,0,0,0,0,0,0,0,10,16,18,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Land Rover","Land Rover Defender","PHEV",0,0,0,0,0,0,0,1,0,1,2,1,0,1,2,0,0
"SOUTH AUSTRALIA","Van","Volkswagen","Volkswagen Transporter","ICE",10,16,15,15,11,6,8,15,6,9,4,17,5,6,1,7,0
"TASMANIA","Small SUV","Mazda","Mazda MX-30","ICE",1,1,5,2,2,3,1,4,2,1,1,0,0,0,0,0,0
"WESTERN AUSTRALIA","Large SUV","Land Rover","Land Rover Range Rover Velar","ICE",11,9,3,4,3,20,2,11,7,1,7,3,1,4,4,6,4
"VICTORIA","Medium SUV","Mercedes-Benz Cars","Mercedes-Benz GLC-Class Coupe","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
"NORTHERN TERRITORY","Medium SUV","Chery","Chery Tiggo 7 Pro","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"WESTERN AUSTRALIA","Small SUV","Nissan","Nissan Qashqai","ICE",0,0,0,78,103,171,157,126,216,164,99,81,101,107,58,41,35
"QUEENSLAND","Medium SUV","Genesis","Genesis GV70","ICE",25,33,28,16,27,53,62,28,34,33,40,45,27,47,58,40,58
"NORTHERN TERRITORY","Medium SUV","Skoda","Skoda Karoq","ICE",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"AUSTRALIAN CAPITAL TERRITORY","Small Car","MINI","MINI Aceman","BEV",0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,1,7
"SOUTH AUSTRALIA","Large Car","Porsche","Porsche Panamera","ICE",1,0,0,1,1,0,0,2,0,1,0,0,1,0,2,0,0
"VICTORIA","Medium Car","Tesla","Tesla Model 3","BEV",1218,56,970,1018,1033,1801,343,897,1382,1127,941,388,558,477,457,328,423
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Tesla","Tesla Model Y","BEV",0,0,203,96,169,392,289,191,234,253,155,131,110,229,283,149,192
"WESTERN AUSTRALIA","Small SUV","Volkswagen","Volkswagen T-Cross","ICE",90,100,115,80,112,117,95,46,30,0,38,74,52,30,47,50,23
"NORTHERN TERRITORY","Small SUV","Kia","Kia Niro","BEV",1,0,0,4,3,5,7,3,3,0,2,1,0,0,0,0,0
"VICTORIA","Ute (2WD)","GWM","GWM Cannon/Cannon Alpha","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38,47
"SOUTH AUSTRALIA","Large SUV","Mercedes-Benz","Mercedes-Benz G-Class","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"SOUTH AUSTRALIA","Small SUV","Kia","Kia Niro","BEV",5,5,1,12,10,15,37,14,51,56,22,15,5,1,10,27,2
"SOUTH AUSTRALIA","Small SUV","Ford","Ford Puma","ICE",25,64,34,54,48,63,30,33,30,14,7,3,0,0,0,0,0
"NORTHERN TERRITORY","Large SUV","SsangYong","KGM Rexton","ICE",1,1,4,1,1,3,2,0,1,1,0,6,5,0,0,0,0
"WESTERN AUSTRALIA","Large SUV","LDV","LDV D90","ICE",44,72,49,26,36,34,47,77,102,74,58,42,75,77,92,72,59
"NEW SOUTH WALES","Small SUV","Stellantis","Alfa Romeo Junior","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SOUTH AUSTRALIA","Small SUV","GWM","GWM Haval Jolion","ICE",64,81,114,116,91,140,107,103,161,131,167,200,155,249,230,229,302
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Mazda","Mazda MX-30","ICE",10,6,5,3,4,2,3,1,2,0,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Small SUV","Volvo","Volvo C40","BEV",0,0,0,11,10,16,6,6,5,10,5,0,8,0,0,0,0
"WESTERN AUSTRALIA","Medium Car","Kia","Kia EV4","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"NORTHERN TERRITORY","Sports Car","BMW","BMW Z4","ICE",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Van","LDV","LDV V80","ICE",11,19,38,50,44,30,16,29,24,19,11,10,0,0,2,0,0
"SOUTH AUSTRALIA","Large SUV","Lexus","Lexus RZ","BEV",0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0
"QUEENSLAND","Large SUV","Land Rover","Land Rover Range Rover Velar","ICE",9,11,15,9,6,32,33,18,20,15,18,12,12,21,15,18,13
"TASMANIA","Medium SUV","Renault","Renault Koleos","ICE",6,16,11,11,8,11,13,2,6,4,1,3,3,7,8,14,0
"WESTERN AUSTRALIA","Small SUV","Mercedes-Benz Cars","Mercedes-Benz EQA","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"TASMANIA","Large SUV","Kia","Kia Sorento","ICE",13,27,24,35,35,26,18,17,29,36,27,23,36,26,18,28,34
"NEW SOUTH WALES","Large Car","Skoda","Skoda Superb","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"QUEENSLAND","Large SUV","Volvo Car","Volvo EX90","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"SOUTH AUSTRALIA","Ute (2WD)","Toyota","Toyota Hilux","ICE",178,265,214,220,146,236,170,119,77,135,116,141,95,144,118,81,102
"WESTERN AUSTRALIA","Large SUV","Kia","Kia EV9","BEV",0,0,0,0,0,0,0,17,12,14,7,14,7,5,8,4,1
"WESTERN AUSTRALIA","Ute (4WD)","GWM","GWM Cannon/Cannon Alpha","ICE",0,0,0,0,0,0,0,0,0,0,38,53,88,301,337,233,244
"TASMANIA","Small Car","Volkswagen","Volkswagen Polo","ICE",10,4,6,4,0,4,2,4,8,7,2,4,1,1,6,1,3
"WESTERN AUSTRALIA","Medium SUV","Hyundai","Hyundai Ioniq 5","BEV",5,20,28,20,28,13,16,22,18,30,7,19,17,18,11,4,9
"WESTERN AUSTRALIA","Large SUV","Jeep","Jeep Grand Cherokee","ICE",39,41,42,18,32,48,12,21,16,13,10,16,18,36,11,3,1
"SOUTH AUSTRALIA","Medium SUV","Mercedes-Benz Cars","Mercedes-Benz GLB-Class","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"QUEENSLAND","Small SUV","Stellantis","Alfa Romeo Junior","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"NEW SOUTH WALES","Small SUV","Honda","Honda HR-V","Hybrid",0,54,2,11,52,23,120,58,90,136,119,161,167,221,206,162,209
"SOUTH AUSTRALIA","People Mover","Volkswagen","Volkswagen California","ICE",0,0,1,0,1,4,1,1,2,2,3,0,1,0,0,0,0
"VICTORIA","Large SUV","SsangYong","KGM Rexton","ICE",100,114,117,127,100,201,134,132,146,154,113,124,119,0,0,0,0
"QUEENSLAND","Medium SUV","Omoda Jaecoo","Omoda Jaecoo J7","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,127,81
"VICTORIA","Small SUV","MINI","MINI Countryman","PHEV",7,16,14,12,30,21,38,15,2,0,0,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","MG","MG ZS","BEV",4,1,2,39,34,28,19,12,15,16,10,9,8,17,0,2,0
"WESTERN AUSTRALIA","Sports Car","Rolls-Royce","Rolls-Royce Coupe/Conv","ICE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Medium SUV","Subaru","Subaru Forester","Hybrid",7,11,19,5,26,31,33,26,71,43,23,15,25,18,187,162,187
"VICTORIA","Large SUV","Toyota","Toyota Landcruiser Wagon","ICE",497,785,560,844,595,780,799,889,933,826,702,533,146,843,765,731,648
"WESTERN AUSTRALIA","Small SUV","Alfa Romeo","Alfa Romeo Tonale","PHEV",0,0,0,0,0,0,0,5,8,4,7,1,1,2,0,1,1
"QUEENSLAND","Small SUV","Volkswagen","Volkswagen T-Roc","ICE",196,46,143,246,297,489,296,475,279,350,315,274,243,240,190,132,108
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","CUPRA","CUPRA Tavascan","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,10
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Mercedes-Benz","Mercedes-Benz EQS SUV","BEV",0,0,0,0,0,0,1,1,0,1,3,0,0,1,2,0,0
"TASMANIA","People Mover","Mercedes-Benz","Mercedes-Benz Vito/eVito Tour","BEV",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"NEW SOUTH WALES","Van","Peugeot","Peugeot E-Partner","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"SOUTH AUSTRALIA","Small Car","Audi","Audi A1","ICE",5,5,1,6,4,5,7,7,4,3,1,0,5,7,4,7,0
"WESTERN AUSTRALIA","Large SUV","Polestar","Polestar 3","BEV",0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,3,1
"NORTHERN TERRITORY","Small SUV","GWM","GWM Haval Jolion","ICE",25,12,30,20,45,27,28,33,30,54,41,42,47,61,89,85,102
"VICTORIA","Van","Mercedes-Benz Vans","Mercedes-Benz Vito/eVito Van","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"QUEENSLAND","Medium SUV","KGM","KGM Actyon","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,7
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Renault","Renault Duster","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"TASMANIA","Large SUV","GMC","GMC Yukon","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
