OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source
,,"1509-1511 Pittwater Rd, Sydney, 2101",Ampol,2,DC,150 kW,-33.70444949,151.2968509,Northern Beaches Council,2101,Existing Fast Chargers
,,"151 Beauchamp Rd, Sydney, 2036",JOLT,2,DC,25 kW,-33.95633138,151.2265986,Randwick City Council,2036,Existing Fast Chargers
,,"152 Church St, Glen Innes, 2370",EVUp,3,AC,22 kW,-29.73816621,151.7354424,Glen Innes Severn Council,2370,Existing Destination Chargers
,,"152 Church St, Glen Innes, 2370",Tesla,2,AC,22 kW,-29.7383564,151.7378358,Glen Innes Severn Council,2370,Existing Destination Chargers
,,"152 Green Street W, Lockhart, 2656",Exploren,2,AC,22 kW,-35.22092397,146.7120541,Lockhart Shire Council,2656,Existing Destination Chargers
,,"152 Pacific Hwy, 36 Josephson St, Swansea NSW 2281",Evie,4,DC,50 kW,-33.088721,151.637587,Lake Macquarie City Council,2281,ARENA - Driving the Nation
,,"153 Coreen Ave Cnr Castlereagh Rd, Penrith, NSW, 2750",Ampol,2,DC,125 kW,-33.7428103,150.6929292,Penrith City Council,2750,ARENA - Driving the Nation
,,"153 Fitzmaurice St, Wagga Wagga, 2650",Tesla,1,AC,8 kW,-35.10302607,147.3686987,Wagga Wagga City Council,2650,Existing Destination Chargers
,,"154 Canterbury St, Casino, 2470",EVX,2,AC,22 kW,-28.86270875,153.048037,Richmond Valley Council,2470,Existing Destination Chargers
,,"155 Governor Macquarie Dr, Sydney, 2170",Tesla,3,AC,22 kW,-33.91433738,150.9456166,Liverpool City Council,2170,Existing Destination Chargers
,,"156 Melbourne St, Mulwala, 2647",Wevolt,4,DC,80 kW,-35.99499104,146.001983,Federation Council,2647,Existing Fast Chargers
,,"15620 Hume Hwy, Marulan, 2579",BP,2,DC,75 kW,-34.71852257,150.0003884,Goulburn Mulwaree Council,2579,Existing Fast Chargers
,,"15666 Hume Hwy, Marulan, 2579",BP,2,DC,75 kW,-34.71922127,149.9953273,Goulburn Mulwaree Council,2579,Existing Fast Chargers
,,"157 Rouse Street, Tenterfield, NSW 2372, Australia",NRMA,2,DC,50 kW,-31.5645996,147.1969355,Tenterfield Shire Council,2825,TfNSW Regional
,,"1596 Broke Rd, Pokolbin, 2320",Tesla,2,AC,22 kW,-32.75900405,151.2523473,Cessnock City Council,2320,Existing Destination Chargers
,,"15c Mitchell St, Bourke, NSW 2840, Australia",NRMA,4,DC,75 kW,-30.3383734,152.7125414,Bourke Shire Council,2453,TfNSW Regional
,,"1-5R Knowles Ave, Sydney, 2036",Chargefox,2,AC,11 kW,-33.95723628,151.2372372,Randwick City Council,2036,Existing Destination Chargers
,,"16 Berry St, Nowra, 2541",NRMA,4,DC,160 kW,-34.87360065,150.6005345,Shoalhaven City Council,2541,Existing Fast Chargers
,,"16 Charlton St, Central Coast, 2261",Tesla,2,AC,6 kW,-33.36082487,151.4995526,Central Coast Council,2261,Existing Destination Chargers
,,"16 Kent St, Millers Point, 2000",EVX,2,AC,22 kW,-33.85866571,151.2036677,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"16 Nettin Cct, Jindabyne, 2627",Tesla,2,AC,22 kW,-36.41732937,148.6076567,Snowy Monaro Regional Council,2627,Existing Destination Chargers
,,"16 Oaks Ave, Sydney, 2099",JOLT,2,DC,25 kW,-33.75370175,151.287,Northern Beaches Council,2099,Existing Fast Chargers
,,"161 Elizabeth St, Sydney, 2000",Tesla,2,AC,22 kW,-33.87192197,151.2097207,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"161 Elizabeth Street, Sydney, 2000",Exploren,8,AC,22 kW,-33.87152857,151.2098208,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"16-20 Goodhope St, Sydney, 2021",Chargefox,2,DC,30 kW,-33.88181186,151.2283183,Woollahra Municipal Council,2021,Existing Fast Chargers
,,"164 Camp Drewe Road, Lennox Head, 2478",Chargefox,2,AC,22 kW,-28.77837542,153.5926857,Ballina Shire Council,2478,Existing Destination Chargers
,,"164 Mona Vale Rd, St Ives, NSW, 2075",Ampol,2,DC,125 kW,-33.7307758,151.1570112,Ku-ring-gai Council,2075,ARENA - Driving the Nation
,,"165 Oberon Street, Sydney, 2034",Exploren,1,AC,22 kW,-33.92586491,151.2504234,Randwick City Council,2034,Existing Destination Chargers
,,"1650 Alpine Way, Crackenback, 2627",Chargefox,2,AC,22 kW,-36.44508413,148.4499129,Snowy Monaro Regional Council,2627,Existing Destination Chargers
,,"166 Mona Vale Rd, Sydney, 2075",Chargefox,2,AC,22 kW,-33.73007312,151.1585586,Ku-ring-gai Council,2075,Existing Destination Chargers
,,"169 Willoughby Rd, Sydney, 2065",BP,2,DC,75 kW,-33.8201522,151.2011902,Willoughby City Council,2065,Existing Fast Chargers
,,"169-179 Thomas St, Sydney, 2000",Tesla,2,AC,22 kW,-33.8818549,151.2024194,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"17 Roberts Rd, Sydney, 2766",Exploren,6,AC,22 kW,-33.81728133,150.8381401,Blacktown City Council,2766,Existing Destination Chargers
,,"17 Smith St, Sydney, 2067",Chargefox,6,DC,47 kW,-33.78601306,151.1980831,Willoughby City Council,2067,Existing Fast Chargers
,,"17 Stanley St, Sydney, 2210",JOLT,2,DC,25 kW,-33.96212217,151.0635736,Georges River Council,2210,Existing Fast Chargers
,,"17 Stewart St, Wollongong NSW 2500, Australia",NRMA,4,DC,75 kW,-29.7756503,151.1151033,Wollongong City Council,2453,TfNSW Regional
,,"170 Riversdale Rd, Illaroo, 2540",Tesla,4,AC,22 kW,-34.86498003,150.4925095,Shoalhaven City Council,2540,Existing Destination Chargers
,,"173 The Vineyards Rd, Lake George, 2581",Exploren,2,DC,60 kW,-34.99682987,149.3848398,Yass Valley Council,2581,Existing Fast Chargers
,,"176 Sutherland St, Sydney, 2021",Exploren,1,AC,22 kW,-33.88436041,151.235985,Woollahra Municipal Council,2021,Existing Destination Chargers
,,"1760 Joadja Road, Joadja, 2575",Tesla,1,AC,22 kW,-34.40588793,150.2226507,Wingecarribee Shire Council,2575,Existing Destination Chargers
,,"177-179 Glenayr Ave, Sydney, 2026",Chargefox,1,AC,6 kW,-33.88860365,151.2706987,Waverley Council,2026,Existing Destination Chargers
,,"179 Gillards Rd, Pokolbin, 2320",Exploren,1,AC,22 kW,-32.7640561,151.2915996,Cessnock City Council,2320,Existing Destination Chargers
,,"179 Gordon St, Port Macquarie, 2444",Tesla,2,AC,22 kW,-31.43500005,152.8979429,Port Macquarie-Hastings Council,2444,Existing Destination Chargers
,,"18 Alfred St, Dubbo, 2830",Chargefox,3,AC,22 kW,-32.24559064,148.5961001,Dubbo Regional Council,2830,Existing Destination Chargers
,,"18 Dandaloo St, Nyngan, NSW 2825, Australia",NRMA,4,DC,75 kW,-32.0506213,150.8667598,Bogan Shire Council,2360,TfNSW Regional
,,"18 Imlay St, Broulee, 2537",Tesla,2,AC,6 kW,-35.85590895,150.1722222,Eurobodalla Shire Council,2537,Existing Destination Chargers
,,"18 Silver St, Sydney, 2031",Chargefox,2,DC,42 kW,-33.91374579,151.2390611,Randwick City Council,2031,Existing Fast Chargers
,,"18 Station St, Sydney, 2766",Chargefox,8,AC,6 kW,-33.7710541,150.8449039,Blacktown City Council,2766,Existing Destination Chargers
,,"18 Victoria Avenue, Castle Hill NSW 2154",Evie,4,DC,50 kW,-33.727803,150.976049,The Hills Shire Council,2154,ARENA - Driving the Nation
,,"18 Yango St, Cessnock, 2325",Exploren,4,AC,6 kW,-32.83174379,151.3596797,Cessnock City Council,2325,Existing Destination Chargers
,,"180 Campbell Pde, Sydney, 2026",Tesla,2,AC,22 kW,-33.88896801,151.2759489,Waverley Council,2026,Existing Destination Chargers
,,"180 George St, Sydney, 2150",Chargefox,3,AC,6 kW,-33.81443948,151.0102683,"Parramatta, Council of the City of",2150,Existing Destination Chargers
,,"184 Forbes St, Sydney, 2010",Saascharge,2,AC,22 kW,-33.87567272,151.2192843,"Sydney, Council of the City of",2010,Existing Destination Chargers
,,"18-40 Anderson St, Sydney, 2150",Tesla,4,AC,22 kW,-33.82070775,151.0052152,"Parramatta, Council of the City of",2150,Existing Destination Chargers
,,"185 O'Riordan St, Sydney, 2020",Exploren,4,AC,6 kW,-33.92697402,151.1864655,Bayside Council,2020,Existing Destination Chargers
,,"185 Princes Hwy, Narooma , 2546",Tesla,8,DC,130 kW,-36.22313618,150.1283463,Eurobodalla Shire Council,2546,Existing Fast Chargers
,,"187 Rickard Rd, Leppington, 2179",Chargefox,8,AC,6 kW,-33.95353158,150.8087728,Camden Council,2179,Existing Destination Chargers
,,"188 Fernleigh Rd, Wagga Wagga, 2650",Tesla,1,AC,22 kW,-35.13090895,147.3404094,Wagga Wagga City Council,2650,Existing Destination Chargers
,,"188 Raglan St, Sydney, 2088",Evie,4,DC,50 kW,-33.83108413,151.2436587,Mosman Municipal Council,2088,Existing Fast Chargers
,,"189 Newcastle Rd, Newcastle, 2299",ChargeHub,2,AC,22 kW,-32.90549054,151.6911001,Newcastle City Council,2299,Existing Destination Chargers
,,"18A Gould Dr, Lemon Tree Passage, 2319",Exploren,4,AC,6 kW,-32.73360165,152.0336807,Port Stephens Council,2319,Existing Destination Chargers
,,"19 Bourke Rd, Sydney, 2020",Tesla,4,AC,22 kW,-33.9261552,151.187957,Bayside Council,2020,Existing Destination Chargers
,,"19 Buchanan Drive, South West Rocks, 2431",Exploren,2,AC,22 kW,-30.88653058,153.037958,Kempsey Shire Council,2431,Existing Destination Chargers
,,"19 Ebsworth St, Redhead, 2290",Exploren,1,AC,22 kW,-33.01271676,151.719038,Lake Macquarie City Council,2290,Existing Destination Chargers
,,"19 Narabang Way, Sydney, 2085",Saascharge,1,AC,11 kW,-33.7073564,151.2121241,Northern Beaches Council,2085,Existing Destination Chargers
,,"19 Princes Hwy, Figtree NSW 2525, Australia",Tesla,6,DC,175 kW,-34.4366153,150.8632982,Wollongong City Council,2525,Fast Charging R1
,,"1-9 Railway Parade, Kogarah NSW 2217",Evie,4,DC,150 kW,-33.96168115,151.1325903,Georges River Council,2217,ARENA - Driving the Nation
,,"19 Richmond Rd, Sydney, 2140",JOLT,2,DC,25 kW,-33.86603808,151.0644525,Strathfield,2140,Existing Fast Chargers
,,"19 Windsor Rd, Sydney, 2155",BP,2,DC,75 kW,-33.71274679,150.9591602,The Hills Shire Council,2155,Existing Fast Chargers
,,"19/287 Victoria Rd, Sydney, 2116",Exploren,5,AC,22 kW,-33.81211216,151.0355095,"Parramatta, Council of the City of",2116,Existing Destination Chargers
,,"190 Portland Dr, Cameron Park, 2285",Chargefox,4,AC,6 kW,-32.91601506,151.5977868,Lake Macquarie City Council,2285,Existing Destination Chargers
,,"191 Mitchell Pde, Mollymook Beach, 2539",Tesla,1,AC,22 kW,-35.32272277,150.482015,Shoalhaven City Council,2539,Existing Destination Chargers
,,"193 George St, Quirindi, 2343",Exploren,2,AC,22 kW,-31.50737342,150.6804785,Liverpool Plains Shire Council,2343,Existing Destination Chargers
,,197-215 Condamine St Balgowlah NSW 2093 Australia,Tesla,6,DC,175 kW,-33.7930342,151.2641426,Northern Beaches Council,2093,Fast Charging R3
,,"197-215 Condamine St, Sydney, 2093",Tesla,4,AC,22 kW,-33.7931532,151.2641161,Northern Beaches Council,2093,Existing Destination Chargers
,,"198 Great Western Highway, Hazelbrook, NSW, 2779",Ampol,2,DC,125 kW,-33.7211325,150.4521067,Blue Mountains City Council,2779,ARENA - Driving the Nation
,,"1985 Camden Valley Way, Prestons NSW 2170",Evie,4,DC,150 kW,-33.95224765,150.8557529,Liverpool City Council,2170,ARENA - Driving the Nation
,,"19A Sirius Rd, Sydney, 2066",Exploren,1,AC,22 kW,-33.81018223,151.1460651,Lane Cove Municipal Council,2066,Existing Destination Chargers
,,"1A Bridges Rd, Gerringong, 2534",Exploren,2,AC,6 kW,-34.74244649,150.8315465,"Kiama, The Council of the Municipality of",2534,Existing Destination Chargers
,,"1a Duck St, Sydney, 2144",Tesla,2,AC,22 kW,-33.836954,151.027035,Cumberland Council,2144,Existing Destination Chargers
,,1A Keith St Dulwich Hill NSW 2203 Australia,EVE Australia,2,AC,22 kW,-33.9098594,151.141688,Inner West Council,2203,Kerbside Charging R1
,,"2 Baptist St, Sydney, 2016",Exploren,10,AC,22 kW,-33.89346151,151.2123383,"Sydney, Council of the City of",2016,Existing Destination Chargers
,,"2 Central Ave, Sydney, 2015",Tesla,1,AC,22 kW,-33.89588993,151.1960561,"Sydney, Council of the City of",2015,Existing Destination Chargers
,,"2 Coast Hospital Rd, Sydney, 2036",Evie,2,DC,75 kW,-33.98102507,151.2497087,Randwick City Council,2036,Existing Fast Chargers
,,"2 Corkwood Rd, Valla, 2448",BP,2,DC,75 kW,-30.6267528,152.9724735,Nambucca Valley Council,2448,Existing Fast Chargers
,,"2 Crofts Ave, Sydney, 2220",Exploren,4,AC,22 kW,-33.96603708,151.1036707,Georges River Council,2220,Existing Destination Chargers
,,"2 Cross St, Sydney, 2100",EVUp,1,AC,22 kW,-33.7655586,151.2672142,Northern Beaches Council,2100,Existing Destination Chargers
,,"2 Hannabus Pl, Windsor, 2756",Exploren,2,DC,60 kW,-33.62676281,150.8353483,Hawkesbury City Council,2756,Existing Fast Chargers
,,"2 Hector Ct, Sydney, 2155",Chargefox,4,AC,6 kW,-33.71912317,150.9544184,The Hills Shire Council,2155,Existing Destination Chargers
,,"2 Hercules Street, Murrumbateman, 2582",Evie,2,DC,50 kW,-34.96936041,149.03,Yass Valley Council,2582,Existing Fast Chargers
,,"2 Huntley St, Alexandria, 2015",EVX,2,AC,22 kW,-33.9104525,151.1942032,"Sydney, Council of the City of",2015,Existing Destination Chargers
,,"2 John St, Shellharbour, 2529",Chargefox,1,AC,6 kW,-34.5811512,150.8730671,Shellharbour City Council,2529,Existing Destination Chargers
,,"2 Lachlan Valley Way, Cowra, 2794",Non-networked,2,AC,22 kW,-33.83527532,148.6811792,Cowra Shire Council,2794,Existing Destination Chargers
,,"2 Lachlan Valley Way, Cowra, 2794",Tesla,2,AC,22 kW,-33.83547852,148.6817277,Cowra Shire Council,2794,Existing Destination Chargers
,,"2 Little St, Sydney, 2066",Exploren,2,AC,22 kW,-33.81389094,151.1707878,Lane Cove Municipal Council,2066,Existing Destination Chargers
,,"2 Murray St, Port Macquarie, 2444",Tesla,2,AC,22 kW,-31.42813918,152.9109009,Port Macquarie-Hastings Council,2444,Existing Destination Chargers
,,"2 Ocean Dr, Kew, 2439",Tesla,8,DC,250 kW,-31.63426031,152.7250501,Port Macquarie-Hastings Council,2439,Existing Fast Chargers
,,"2 Perry St, Euston, 2737",NRMA,1,AC,22 kW,-34.57761866,142.7461892,Balranald Shire Council,2737,Existing Destination Chargers
,,"2 Premier St, Sydney, 2217",JOLT,2,DC,25 kW,-33.96242247,151.1343213,Georges River Council,2217,Existing Fast Chargers
,,"2 Quay St, Sydney, 2000",Tesla,6,AC,19 kW,-33.87969174,151.2027187,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"2 Riddell St, Sydney, 2023",Chargefox,2,DC,40 kW,-33.88578883,151.2573263,Woollahra Municipal Council,2023,Existing Fast Chargers
,,"2 Robsons Rd, Wollongong, 2500",Chargefox,4,AC,22 kW,-34.4040561,150.8745285,Wollongong City Council,2500,Existing Destination Chargers
,,"2 Rosenthal Ave, Lane Cove NSW 2066",Evie,4,DC,50 kW,-33.813936,151.169298,Lane Cove Municipal Council,2066,ARENA - Driving the Nation
,,"2 Rosenthal Ave, Sydney, 2066",Tesla,3,AC,19 kW,-33.8137508,151.1687788,Lane Cove Municipal Council,2066,Existing Destination Chargers
,,"2 Sentry Dr, Sydney, 2768",Tesla,3,AC,22 kW,-33.71879184,150.9206707,Blacktown City Council,2768,Existing Destination Chargers
,,"2 Sentry Dr, Sydney, 2768",Chargefox,4,DC,40 kW,-33.71984389,150.918979,Blacktown City Council,2768,Existing Fast Chargers
,,"2 Shepherd St, Ulladulla, 2539",Tesla,3,AC,22 kW,-35.33970075,150.4727307,Shoalhaven City Council,2539,Existing Destination Chargers
,,"2 Stewart St, Lithgow, 2790",Evie,4,DC,150 kW,-33.48184889,150.1361812,"Lithgow Council, City of",2790,Existing Fast Chargers
,,"2 Stockton St, Nelson Bay, 2315",Chargefox,2,AC,22 kW,-32.72076081,152.1434995,Port Stephens Council,2315,Existing Destination Chargers
,,"2 Ween St, Peak Hill, 2869",Tesla,1,AC,22 kW,-32.72124929,148.1908148,Parkes Shire Council,2869,Existing Destination Chargers
,,"2 West St, Bermagui, 2546",Tesla,2,AC,17 kW,-36.42591296,150.0634715,Bega Valley Shire Council,2546,Existing Destination Chargers
,,"20 Bay St, Byron Bay, 2481",Tesla,2,AC,6 kW,-28.64166771,153.6146847,Byron Shire Council,2481,Existing Destination Chargers
,,"20 Bridge St, Sydney, 2073",Chargefox,2,AC,6 kW,-33.75068373,151.1446456,Ku-ring-gai Council,2073,Existing Destination Chargers
,,"20 Ocean St, Merewether, NSW 2291",EVX,4,AC,11 kW,-32.94476481,151.7605355,Newcastle City Council,NSW 2291,Existing Destination Chargers
,,"20 Owen St, Sydney, 2761",Chargefox,2,DC,47 kW,-33.75074779,150.8580751,Blacktown City Council,2761,Existing Fast Chargers
,,"20 Park St, Port Macquarie, 2444",Tesla,2,AC,22 kW,-31.42759564,152.8975035,Port Macquarie-Hastings Council,2444,Existing Destination Chargers
,,"20 Phoenix Street, Sydney, 2066",Exploren,1,AC,22 kW,-33.81394499,151.1723493,Lane Cove Municipal Council,2066,Existing Destination Chargers
,,"20 Smidmore St, Marrickville NSW 2204",Evie,4,DC,50 kW,-33.907982,151.170899,Inner West Council,2204,ARENA - Driving the Nation
,,"20 Wentworth St, Sydney, 2142",Tesla,2,AC,19 kW,-33.83269174,151.0215005,"Parramatta, Council of the City of",2142,Existing Destination Chargers
,,"200 Crown St, Wollongong NSW 2500",Evie,4,DC,50 kW,-34.423975,150.892316,Wollongong City Council,2500,ARENA - Driving the Nation
,,"200 Gilchrist Drive, Sydney, 2560",Tesla,2,AC,22 kW,-34.07462967,150.7968068,Campbelltown City Council,2560,Existing Destination Chargers
,,"200 Horderns Rd, Bowral, 2576",Tesla,1,AC,8 kW,-34.49912817,150.4813033,Wingecarribee Shire Council,2576,Existing Destination Chargers
,,"201 Manning River Drive, Taree, 2430",Evie,4,DC,150 kW,-31.94333438,152.4706146,Mid-Coast Council,2430,Existing Fast Chargers
,,"201 Sloane St, Goulburn , 2580",Tesla,16,DC,130 kW,-34.75552357,149.720998,Goulburn Mulwaree Council,2580,Existing Fast Chargers
,,"201 Sussex St, Sydney, 2000",Chargefox,2,AC,22 kW,-33.871959,151.2039029,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,20-22 Camden Rd Campbelltown NSW 2560 Australia,Tesla,12,DC,175 kW,-34.0725934,150.8078816,Campbelltown City Council,2560,Fast Charging R1
,,"203 Victoria St, Potts Point, 2011",Tesla,4,AC,6 kW,-33.87458063,151.2218569,"Sydney, Council of the City of",2011,Existing Destination Chargers
,,"2032 Camden Valley Way, Sydney, 2174",Exploren,8,AC,22 kW,-33.95508313,150.8622653,Liverpool City Council,2174,Existing Destination Chargers
,,"205 Kelly St, Scone, 2337",Tesla,2,AC,22 kW,-32.05161266,150.8670891,Upper Hunter Shire Council,2337,Existing Destination Chargers
,,"205 Old Hume Hwy, Mittagong, 2575",Evie,4,DC,150 kW,-34.44672777,150.436991,Wingecarribee Shire Council,2575,Existing Fast Chargers
,,"205 O'Riordan St, Sydney, 2020",Tesla,4,AC,22 kW,-33.927953,151.1871321,Bayside Council,2020,Existing Destination Chargers
,,"2072 Camden Valley Way, Edmondson Park, NSW, 2174",Ampol,2,DC,125 kW,-33.9558559,150.8648944,Liverpool City Council,2174,ARENA - Driving the Nation
,,"2090 Broke Rd, Pokolbin, 2320",NRMA,4,DC,75 kW,-32.77342947,151.2982713,Cessnock City Council,2320,Existing Fast Chargers
,,"21 Alice St, Moree, 2400",Tesla,2,AC,19 kW,-29.47081786,149.847045,Moree Plains Shire Council,2400,Existing Destination Chargers
,,"21 Ayrshire Cres, Newcastle, 2304",EVUp,2,AC,23 kW,-32.87689894,151.7117558,Newcastle City Council,2304,Existing Destination Chargers
,,"21 Church St, Sydney, 2112",Exploren,1,AC,22 kW,-33.81449254,151.1046486,"Ryde, Council of the City of",2112,Existing Destination Chargers
,,"21 Combo St, Goolgowi, 2652",Exploren,4,AC,22 kW,-33.97943248,145.7069419,Carrathool Shire Council,2652,Existing Destination Chargers
,,"21 Hague Ave, Albury, 2640",Exploren,1,AC,22 kW,-36.06470575,146.9342242,Albury City Council,2640,Existing Destination Chargers
,,"21 Morgo St, Urunga, 2455",EVX,2,AC,22 kW,-30.49581986,153.022,Bellingen Shire Council,2455,Existing Destination Chargers
,,"21 Roselands Ave, Sydney, 2196",Exploren,2,AC,22 kW,-33.93547052,151.0714184,Canterbury Bankstown Council,2196,Existing Destination Chargers
,,"2-10 Wentworth St, Sydney, 2150",Exploren,6,AC,22 kW,-33.81921626,151.0047057,"Parramatta, Council of the City of",2150,Existing Destination Chargers
,,"211 Lake Entrance Rd, Shellharbour City Centre, 2529",Tesla,4,AC,6 kW,-34.56390495,150.8381191,Shellharbour City Council,2529,Existing Destination Chargers
,,"211 Lake Entrance Rd, Shellharbour City Centre, 2529",Ampol,10,DC,150 kW,-34.56639944,150.8394074,Shellharbour City Council,2529,Existing Fast Chargers
,,"2-110 Ben Boyd Pde, Boydtown, 2551",Exploren,1,AC,22 kW,-37.11146251,149.8802072,Bega Valley Shire Council,2551,Existing Destination Chargers
,,"2-14 Cliff Rd, Wollongong, 2500",Tesla,4,AC,22 kW,-34.41458363,150.9002392,Wollongong City Council,2500,Existing Destination Chargers
,,"2197 Giinagay Way, Nambucca Heads, 2448",Tesla,2,AC,22 kW,-30.65431636,152.986997,Nambucca Valley Council,2448,Existing Destination Chargers
